record_irn,identifier,title,media_irn,width,height,license,record_include,record_complete,media_include
1679737,RB001178/019a,The Kakapo or Owl Parrot Stringops Habroptilus (one-Half Natural Size) Plate 19. From the book: A history of the birds of New Zealand Vol. 1,360230,5003,6508,No Known Copyright Restrictions,y,y,y
1685820,RB001314/015a,Panorama From Point Sublime [Part 1 Looking East] Plate 15. From the book: Atlas to accompany the monograph on the tertiary history of the Grand Cañon District,465414,10328,6544,No Known Copyright Restrictions,y,y,y
1685821,RB001314/017a,Panorama From Point Sublime [Part 3 Looking West] Plate 17. From the book: Atlas to accompany the monograph on the tertiary history of the Grand Cañon District,465416,10250,6542,No Known Copyright Restrictions,n,y,n
1685822,RB001314/016a,Panorama From Point Sublime [Part 2 Looking South] Plate 16. From the book: Atlas to accompany the monograph on the tertiary history of the Grand Cañon District,465415,10241,6425,No Known Copyright Restrictions,y,y,y
1685840,RB001314/006a,The Grand Cañon at the foor of the Toroweap - Looking East  Plate 6. From the book: Atlas to accompany the monograph on the tertiary history of the Grand Cañon District,465413,10208,6387,No Known Copyright Restrictions,y,y,y
1729330,RB001173/044a,"A Toupapow, with a Corpse on it attended by the Chief Mourner in his Habit of Ceremony. Plate 5. From the book: Prints to Cook's Voyages",499284,9410,5927,No Known Copyright Restrictions,n,y,n
1773708,RB001316/003a,"[Molluscs] Plate 3. From the book Te Ika a Maui, or, New Zealand and its inhabitants",525561,5701,8814,No Known Copyright Restrictions,y,y,y
1773709,RB001316/005a,"[Native Plants] Plate 5. From the book Te Ika a Maui, or, New Zealand and its inhabitants",525562,5701,8814,No Known Copyright Restrictions,y,y,y
1773757,RB001317/009a,"Tarata, -  Pittosporu eugenioides. Plate 9. From the book: The art album of New Zealand flora",608623,7104,8525,No Known Copyright Restrictions,y,y,y
1773758,RB001317/037a,"Pohutukawa, -  Metrosideros tomentosa. Plate 37. From the book: The art album of New Zealand flora",608651,6921,8503,No Known Copyright Restrictions,y,y,y
1773763,RB001319/010a,"Apteryx Australis Scale 4/7ths the natural size. Plate 10. From the book: Memoirs on the extinct wingless birds of New Zealand : with an appendix on those of England, Australia, Newfoundland, Mauritius, and Rodriguez. Volume 2",525565,9317,6863,No Known Copyright Restrictions,n,y,n
1815361,RB001173/064a,Sketch of Dusky Bay in New Zealand. Plate 64. From the Book: Prints to Cook's Voyages,553902,9322,5549,No Known Copyright Restrictions,n,y,n
1875554,RB001053/002a,Sawyers' clearing in a forest of Kauri (commonly called Cowdie). Trees on the banks of the Kaipara River. Plate 2. From the book: Illustrations to Adventure in New Zealand,604047,7467,11019,No Known Copyright Restrictions,y,y,y
1875558,RB001053/003a,Port Nicholson from the hills above Pitone in 1840. Plate 3. From the book: Illustrations to Adventure in New Zealand,604046,11125,7398,No Known Copyright Restrictions,n,y,n
1875561,RB001053/004a,Habour of Port Nicholson and towns of Wellington. Plate 4. From the book: Illustrations to Adventure in New Zealand,604045,10015,2593,No Known Copyright Restrictions,y,y,y
1875716,RB001053/006a,"The town of Petre, on the Waganui river in September 1841. Plate 6. From the book: Illustrations to Adventure in New Zealand",604041,11018,7408,No Known Copyright Restrictions,n,y,n
1876700,RB001053/007a,The town and part of the habour of Nelson in 1842. Plate 7. From the book: Illustrations to Adventure in New Zealand,604040,10015,2593,No Known Copyright Restrictions,n,y,n
1876705,RB001053/008a,"The level country at the south end, looking north of Blind bay Plate 8 . From the book: Illustrations to Adventure in New Zealand",604039,7138,2593,No Known Copyright Restrictions,n,y,n
1876706,RB001053/009a,Plain of the Ruamahanga opening into Palliser Bay near Wellington. Plate 9 . From the book: Illustrations to Adventure in New Zealand,604038,10149,2593,No Known Copyright Restrictions,n,y,n
1876724,RB001053/010a,"The town of New Plymouth in the year 1843, from a sketch taken by Mrs Wicksteed from the residence of John Tylston Wicksteed Esqr., the Company's agent, on Mount Eliot. Plate 10 . From the book: Illustrations to Adventure in New Zealand",604037,10015,2593,No Known Copyright Restrictions,n,y,n
1876742,RB001053/012a,Porirua Harbour and Paramatta whaling station in Nov 1843. Plate 12. From the book: Illustrations to Adventure in New Zealand,604033,11029,7390,No Known Copyright Restrictions,y,y,y
1876751,RB001053/013a,The Titoki. A Forest-Tree / The Taua. A Large Forest-Tree Plate 13. From the book: Illustrations to Adventure in New Zealand,604032,10737,7421,No Known Copyright Restrictions,,,n
1876751,RB001053/013a,The Titoki. A Forest-Tree / The Taua. A Large Forest-Tree Plate 13. From the book: Illustrations to Adventure in New Zealand,604031,6028,8430,No Known Copyright Restrictions,,,n
1876751,RB001053/013a,The Titoki. A Forest-Tree / The Taua. A Large Forest-Tree Plate 13. From the book: Illustrations to Adventure in New Zealand,604030,6859,8925,No Known Copyright Restrictions,,,n
1876752,RB001053/014a,The Tutu. Commonly called Toot. / The Rata. In Flower. Plate 14. From the book: Illustrations to Adventure in New Zealand,604029,10781,7552,No Known Copyright Restrictions,y,,y
1876752,RB001053/014a,The Tutu. Commonly called Toot. / The Rata. In Flower. Plate 14. From the book: Illustrations to Adventure in New Zealand,604027,7043,8741,No Known Copyright Restrictions,y,,y
1878776,RB001053/015a,"The Phormium Tenax, or New Zealand Flax. Plate 15. From the book: Illustrations to Adventure in New Zealand",604026,7577,10911,No Known Copyright Restrictions,,,
1878899,RB001334/011a,Plate 11.  From the Book. Pictorial illustrations of New Zealand,604024,6653,8721,No Known Copyright Restrictions,n,y,n
1878899,RB001334/011a,Plate 11.  From the Book. Pictorial illustrations of New Zealand,604023,6389,3859,No Known Copyright Restrictions,n,y,n
1878899,RB001334/011a,Plate 11.  From the Book. Pictorial illustrations of New Zealand,604022,8823,5747,No Known Copyright Restrictions,n,y,n
1878899,RB001334/011a,Plate 11.  From the Book. Pictorial illustrations of New Zealand,604021,5567,4256,No Known Copyright Restrictions,n,y,n
1878901,RB001334/016a,Plate 16.  From the Book. Pictorial illustrations of New Zealand,604020,6670,8751,No Known Copyright Restrictions,,,
1878901,RB001334/016a,Plate 16.  From the Book. Pictorial illustrations of New Zealand,604019,6449,4324,No Known Copyright Restrictions,,,
1878901,RB001334/016a,Plate 16.  From the Book. Pictorial illustrations of New Zealand,604018,8251,6003,No Known Copyright Restrictions,,,
1878901,RB001334/016a,Plate 16.  From the Book. Pictorial illustrations of New Zealand,604017,6666,4494,No Known Copyright Restrictions,,,
1891122,RB001176/001a,"The Moa of New Zealand (Dinorus giganteus). From a specimen in the Canterbury Museum, N.Z. Plate 1. From the book A history of the birds of New Zealand.",608576,5484,6744,No Known Copyright Restrictions,,,
1891123,RB001317/000a,Wild Flowers and Berries. Plate 0. From the book: The art album of New Zealand flora : being a systematic and popular description of the native flowering plants of New Zealand and the adjacent islands : volume 1;,608614,7104,8525,No Known Copyright Restrictions,,,
1891136,RB001176/002a,Hieracidea Novae Zealandiae (Adult and Young). Plate 2. From the book A history of the birds of New Zealand.,608577,5308,6760,No Known Copyright Restrictions,,,
1891137,RB001317/001a,Puawananga. - Clematis indivisa. Plate 1. From the book: The art album of New Zealand flora : being a systematic and popular description of the native flowering plants of New Zealand and the adjacent islands : volume 1;,608615,6798,8503,No Known Copyright Restrictions,,,
1891172,RB001176/003a,Circus gouldi (Adult and Young). Plate 3. From the book A history of the birds of New Zealand.,608578,5484,6856,No Known Copyright Restrictions,,,
1891179,RB001176/004a,Spiloglaux Novae Zealandiae and Sceloglaux albifacies. Plate 4. From the book A history of the birds of New Zealand.,608579,6984,5484,No Known Copyright Restrictions,,,
1891180,RB001317/003a,The Shepherd's Lily. - Ranunculus lyallii. Plate 3. From the book: The art album of New Zealand flora : being a systematic and popular description of the native flowering plants of New Zealand and the adjacent islands : volume 1;,608617,6905,8503,No Known Copyright Restrictions,,,
1891204,RB001176/005a,Stringops habroptilus. Plate 5. From the book A history of the birds of New Zealand.,608580,6912,5484,No Known Copyright Restrictions,,,
1891205,RB001317/004a,The Korikori. - Ranunculus insignis. Plate 4. From the book: The art album of New Zealand flora : being a systematic and popular description of the native flowering plants of New Zealand and the adjacent islands : volume 1;,608618,7104,8525,No Known Copyright Restrictions,,,
1891207,RB001176/006a,Nestor notabilis and Nestor meridionalis. Plate 6. From the book A history of the birds of New Zealand.,608581,6984,5316,No Known Copyright Restrictions,,,
1891208,RB001317/005a,1. Ranunculus plebeius : 2. Caltha novae zelandiae : 3. Drimys axillaris.  Plate 5. From the book: The art album of New Zealand flora : being a systematic and popular description of the native flowering plants of New Zealand and the adjacent islands : volume 1;,608619,6905,8503,No Known Copyright Restrictions,,,
1891230,RB001176/008a,Heteralocha acutirostris. Plate 8. From the book A history of the birds of New Zealand.,608583,5484,6872,No Known Copyright Restrictions,,,
1891235,RB001317/006a,Fig. 1  Cardamine hirsuta. Fig 2. Braya novae zelandie. Fig 3. Lepidium incisum. Fig 4. Notothalspi rosulatum. Fig 5. Stellaria roughi. Fig 6. Stellaria gracilenta. Fig 7. Colobanthus acicularis. Fig 8. Spergularia rubra. Fig 9. Claytonia australascia. Fig 10. Hectorella cespitosa. Plate 6. From the book: The art album of New Zealand flora : being a systematic and popular description of the native flowering plants of New Zealand and the adjacent islands : volume 1;,608620,6905,8503,No Known Copyright Restrictions,,,
1891236,RB001176/009a,Eudynamis taitensis (The Young fed by Grey Warbler). Plate 9. From the book A history of the birds of New Zealand.,608584,7320,5484,No Known Copyright Restrictions,,,
1891238,RB001176/010a,Prosthemadera novae zealandiae. Plate 10. From the book A history of the birds of New Zealand.,608585,5484,7320,No Known Copyright Restrictions,,,
1891242,RB001176/011a,Pogonornis cincta (Male and Female). Plate 11. From the book A history of the birds of New Zealand.,608586,5484,7320,No Known Copyright Restrictions,,,
1891244,RB001317/008a,1. Kowhiwhi. - Pittosporum tenuifolium 2. Karo. - Pittosporum crassifolium. Plate 8. From the book: The art album of New Zealand flora : being a systematic and popular description of the native flowering plants of New Zealand and the adjacent islands : volume 1;,608622,6905,8503,No Known Copyright Restrictions,,,
1891245,RB001176/012a,Orthonyx albicilla abd Orthonyx ochrocephala. Plate 12. From the book A history of the birds of New Zealand.,608587,5484,7320,No Known Copyright Restrictions,,,
1891248,RB001317/010a,Piripiri. - Pittosporum cornifolium Plate 10. From the book: The art album of New Zealand flora : being a systematic and popular description of the native flowering plants of New Zealand and the adjacent islands : volume 1;.,608624,6905,8503,No Known Copyright Restrictions,,,
1891250,RB001176/013a,Xenicus longipes (Male and Female) and Xenicus gilviventris (Male and Female). Plate 13. From the book A history of the birds of New Zealand.,608588,5484,7320,No Known Copyright Restrictions,,,
1891252,RB001317/011a,Fig 1. -  Plagianthus divaricatus. Fig 2. - Plagianthus lyallii. Fig 3. - Hibiscustrionum Plate 11. From the book: The art album of New Zealand flora : being a systematic and popular description of the native flowering plants of New Zealand and the adjacent islands : volume 1;.,608625,6905,8503,No Known Copyright Restrictions,,,
1891253,RB001176/014a,Spenoeacus punctatus and Spenoeacus rufescens. Plate 14. From the book A history of the birds of New Zealand.,608589,5484,7320,No Known Copyright Restrictions,,,
1891257,RB001317/012a,Houi. - Hoheria populnea. Plate 12. From the book: The art album of New Zealand flora : being a systematic and popular description of the native flowering plants of New Zealand and the adjacent islands : volume 1;.,608626,7104,8525,No Known Copyright Restrictions,,,
1891258,RB001176/015a,Turnagra hectori and Turnagra crassirostris. Plate 15. From the book A history of the birds of New Zealand.,608590,5484,7320,No Known Copyright Restrictions,,,
1891260,RB001317/013a,Whau. - Entelea arborescens. Plate 13. From the book: The art album of New Zealand flora : being a systematic and popular description of the native flowering plants of New Zealand and the adjacent islands : volume 1;.,608627,7203,8525,No Known Copyright Restrictions,,,
1891261,RB001176/016a,Creadion carnuculatus (Adult and Young). Plate 16. From the book A history of the birds of New Zealand.,608591,5484,7320,No Known Copyright Restrictions,,,
1891263,RB001317/014a,Makomako. - Aristotelia racemosa. Plate 14. From the book: The art album of New Zealand flora : being a systematic and popular description of the native flowering plants of New Zealand and the adjacent islands : volume 1;.,608628,6905,8503,No Known Copyright Restrictions,,,
1891266,RB001176/017a,Glaucopis wilsoni and Glaucopis cinerea. Plate 17. From the book A history of the birds of New Zealand.,608592,7320,5484,No Known Copyright Restrictions,,,
1891268,RB001317/015a,1. Hinau. - Elaeocarpus dentatus. 2. Rauhuia. - Linum monogynum. 3. Fruit of Hinau. Plate 15. From the book: The art album of New Zealand flora : being a systematic and popular description of the native flowering plants of New Zealand and the adjacent islands : volume 1;.,608629,6905,8503,No Known Copyright Restrictions,,,
1891271,RB001176/018a,Carpophaga novae zealandiae. Plate 18. From the book A history of the birds of New Zealand.,608593,5484,7320,No Known Copyright Restrictions,,,
1891272,RB001317/016a,1. - Geranium dissectum. 2. - Geranium traversii. 3. - Pelargonium australe. 4. - Oxalis corniculata. 5. - Oxalis magellanica. Plate 16. From the book: The art album of New Zealand flora : being a systematic and popular description of the native flowering plants of New Zealand and the adjacent islands : volume 1;.,608630,7088,8525,No Known Copyright Restrictions,,,
1891280,RB001176/019a,Coturnix novae zealandiae (Male and Female). Plate 19. From the book A history of the birds of New Zealand.,608594,7320,5484,No Known Copyright Restrictions,,,
1891282,RB001176/020a,Ocydromus earli amd Ocydromus australis. Plate 20. From the book A history of the birds of New Zealand.,608595,7320,5484,No Known Copyright Restrictions,,,
1891303,RB001317/017a,1. -  Phebalium nudum. 2. -  Melicope ternata (flower and fruit.) Plate 17. From the book: The art album of New Zealand flora : being a systematic and popular description of the native flowering plants of New Zealand and the adjacent islands : volume 1;.,608631,6905,8503,No Known Copyright Restrictions,,,
1891318,RB001176/021a,Rallus philipensis and Rallus dieffenbachii. Plate 21. From the book A history of the birds of New Zealand.,608596,7320,5484,No Known Copyright Restrictions,,,
1891376,RB001317/018a,Kohe-Kohe. - Dysoxylum spectabile. Plate 18. From the book: The art album of New Zealand flora : being a systematic and popular description of the native flowering plants of New Zealand and the adjacent islands : volume 1;.,608632,6905,8503,No Known Copyright Restrictions,,,
1891386,RB001176/022a,Ortygometra affinis and Ortygometra tabuensis. Plate 22. From the book A history of the birds of New Zealand.,608597,7320,5484,No Known Copyright Restrictions,,,
1891388,RB001317/019a,Kaikomako. - Pennantia corymbosa. Plate 19. From the book: The art album of New Zealand flora : being a systematic and popular description of the native flowering plants of New Zealand and the adjacent islands : volume 1;.,608633,6905,8503,No Known Copyright Restrictions,,,
1891394,RB001176/023a,Notornis mantelli. Plate 23. From the book A history of the birds of New Zealand.,608598,5484,7320,No Known Copyright Restrictions,,,
1891424,RB001317/020a,Kumarahou. - Pomaderris elliptica. Plate 20. From the book: The art album of New Zealand flora : being a systematic and popular description of the native flowering plants of New Zealand and the adjacent islands : volume 1;.,608634,6905,8503,No Known Copyright Restrictions,,,
1891438,RB001317/021a,"1. Pomaderris, New Species. 2. Pomaderris phylicifolia. 3. Discaria toumatou. Plate 21. From the book: The art album of New Zealand flora : being a systematic and popular description of the native flowering plants of New Zealand and the adjacent islands : volume 1;.",608635,6905,8503,No Known Copyright Restrictions,,,
1891441,RB001176/024a,Thinornis nove zealandiae (Adult and Young). Plate 24. From the book A history of the birds of New Zealand.,608599,7320,5484,No Known Copyright Restrictions,,,
1891445,RB001176/025a,Ardea sacra and Ardea hollandiae. Plate 25 From the book A history of the birds of New Zealand.,608600,5484,7320,No Known Copyright Restrictions,,,
1891448,RB001176/026a,Casarca varigata (Male and Female). Plate 26. From the book A history of the birds of New Zealand.,608601,7320,5484,No Known Copyright Restrictions,,,
1891449,RB001317/023a,Titoki. - Alectryon excelsum. Plate 23. From the book: The art album of New Zealand flora : being a systematic and popular description of the native flowering plants of New Zealand and the adjacent islands : volume 1;.,608637,6905,8503,No Known Copyright Restrictions,,,
1891452,RB001317/024a,Karaka - Corynocarpus Ioevigata. Plate 24. From the book: The art album of New Zealand flora : being a systematic and popular description of the native flowering plants of New Zealand and the adjacent islands : volume 1;.,608638,6905,8503,No Known Copyright Restrictions,,,
1891453,RB001176/027a,Spatula variegata (Male and Female). Plate 27. From the book A history of the birds of New Zealand.,608602,7320,5484,No Known Copyright Restrictions,,,
1891455,RB001317/025a,Tupakihi. - Coriaria ruscifolia. Plate 25. From the book: The art album of New Zealand flora : being a systematic and popular description of the native flowering plants of New Zealand and the adjacent islands : volume 1;.,608639,6974,8503,No Known Copyright Restrictions,,,
1891456,RB001176/028a,Fuligula novae zealandiae and Hymenolaemus malacorhynchus. Plate 28. From the book A history of the birds of New Zealand.,608603,5484,7320,No Known Copyright Restrictions,,,
1891457,RB001317/026a,1. - Carmichaelia odorata. 2.- C. Flagelliformis and Fruit. 3.- C Williamsii and Fruit. 4.-Notospartium carmichaelia and Fruit. Plate 26. From the book: The art album of New Zealand flora : being a systematic and popular description of the native flowering plants of New Zealand and the adjacent islands : volume 1;.,608640,6921,8503,No Known Copyright Restrictions,,,
1891458,RB001176/029a,Larus bulleri and Larus dominicanus. Plate 29. From the book A history of the birds of New Zealand.,608604,7320,5484,No Known Copyright Restrictions,,,
1891460,RB001176/030a,Procellaria fuliginosa and Procellaria lessoni. Plate 30. From the book A history of the birds of New Zealand.,608605,7320,5484,No Known Copyright Restrictions,,,
1891461,RB001317/027a,Kowhai-Ngutu-Kaka. - Clianthus puniceus. Plate 27. From the book: The art album of New Zealand flora : being a systematic and popular description of the native flowering plants of New Zealand and the adjacent islands : volume 1;.,608641,6921,8503,No Known Copyright Restrictions,,,
1891463,RB001317/028a,Yellow Kowhai - Sophora tetraptera. Plate 28. From the book: The art album of New Zealand flora : being a systematic and popular description of the native flowering plants of New Zealand and the adjacent islands : volume 1;.,608642,6921,8503,No Known Copyright Restrictions,,,
1891464,RB001176/031a,Phalacrocorax carunculatas [onslowi] and Phalacrocorax brevirostris. Plate 31. From the book A history of the birds of New Zealand.,608606,7320,5484,No Known Copyright Restrictions,,,
1891465,RB001317/029a,"1. - Rubus australis. 2. - R. aaustralis, var. glaber. 3. - Rubus parva. 4. - Geum urbanum. 5. -  Acaena sanguisorbce. Plate 29. From the book: The art album of New Zealand flora : being a systematic and popular description of the native flowering plants of New Zealand and the adjacent islands : volume 1;.",608643,6921,8503,No Known Copyright Restrictions,,,
1891466,RB001176/032a,Phalacrocorax punctatus (Male and Female). Plate 32. From the book A history of the birds of New Zealand.,608607,5484,7320,No Known Copyright Restrictions,,,
1891469,RB001176/033a,Phalacrocorax featherstoni. Plate 33. From the book A history of the birds of New Zealand.,608608,5484,7320,No Known Copyright Restrictions,,,
1891472,RB001317/031a,Tawari - Ixerba brexioides. Plate 31. From the book: The art album of New Zealand flora : being a systematic and popular description of the native flowering plants of New Zealand and the adjacent islands : volume 1;.,608645,6921,8503,No Known Copyright Restrictions,,,
1891473,RB001176/034a,Eudyptes chrysocomus and Eudyptula minori. Plate 34. From the book A history of the birds of New Zealand.,608609,5484,7320,No Known Copyright Restrictions,,,
1891487,RB001176/035a,Apteryx mantellii. Plate 35. From the book A history of the birds of New Zealand.,608610,7320,5484,No Known Copyright Restrictions,,,
1891489,RB001317/032a,1. - Wienmannia silvicola. 2. - Weinmannia racemosa. Plate 32. From the book: The art album of New Zealand flora : being a systematic and popular description of the native flowering plants of New Zealand and the adjacent islands : volume 1;.,608646,6921,8503,No Known Copyright Restrictions,,,
1891492,RB001176/036a,Apteryx oweni. Plate 36. From the book A history of the birds of New Zealand.,608611,7320,5484,No Known Copyright Restrictions,,,
1891496,RB001317/033a,1. - Drosera arcturi. 2. - Drosera binata. 3. - Drosera auriculata. 4. - Halaragis altata. Plate 33. From the book: The art album of New Zealand flora : being a systematic and popular description of the native flowering plants of New Zealand and the adjacent islands : volume 1;.,608647,6921,8503,No Known Copyright Restrictions,,,
1891514,RB001317/034a,Manuka - Leptospermum scoparium. Plate 34. From the book: The art album of New Zealand flora : being a systematic and popular description of the native flowering plants of New Zealand and the adjacent islands : volume 1;.,608648,6921,8503,No Known Copyright Restrictions,,,
1891519,RB001317/035a,1. - Metrosideros florida and Seed Capsule. 2. - Metrosideros lucida. 3. - Metrosideros albiflora. Plate 35. From the book: The art album of New Zealand flora : being a systematic and popular description of the native flowering plants of New Zealand and the adjacent islands : volume 1;.,608649,6921,8503,No Known Copyright Restrictions,,,
1891578,RB001317/036a,1 - Metrosideros robusta. 2 - Metrosideros scandens 3 - Metrosideros parkinsonii. Plate 36. From the book: The art album of New Zealand flora : being a systematic and popular description of the native flowering plants of New Zealand and the adjacent islands : volume 1;.,608650,6921,8503,No Known Copyright Restrictions,,,
1891579,RB001317/038a,"1. Myrtus bullata, Flower. 2. Myrtus bullata, Fruit. 3. Myrtus obcordata. 4. Myrus pendunculata. Plate 38. From the book: The art album of New Zealand flora : being a systematic and popular description of the native flowering plants of New Zealand and the adjacent islands : volume 1;.",608652,6921,8503,No Known Copyright Restrictions,,,
1891580,RB001317/039a,Maire Tawhake - Eugenia maire Plate 39. From the book: The art album of New Zealand flora : being a systematic and popular description of the native flowering plants of New Zealand and the adjacent islands : volume 1;.,608653,6921,8503,No Known Copyright Restrictions,,,
1898000,RB001176/007a,"Platycercus auriceps, Platycercus Nove Zealandiae. Plate 7. From the book A history of the birds of New Zealand.",608582,5484,6952,No Known Copyright Restrictions,,,
1906449,RB001336,"Looking back, or, Personal reminiscences / by the widow of a New Zealand pioneer settler.",707670,8372,6280,No Known Copyright Restrictions,,,
1906449,RB001336,"Looking back, or, Personal reminiscences / by the widow of a New Zealand pioneer settler.",626538,6952,10338,No Known Copyright Restrictions,,,
1906449,RB001336,"Looking back, or, Personal reminiscences / by the widow of a New Zealand pioneer settler.",626537,6805,10207,No Known Copyright Restrictions,,,
1906449,RB001336,"Looking back, or, Personal reminiscences / by the widow of a New Zealand pioneer settler.",626536,6792,10132,No Known Copyright Restrictions,,,
1906453,RB001336/001a,"[Ellen Hewett, aged 40 years]. Plate 001. From the Book Looking back, or, Personal reminiscences / by the widow of a New Zealand pioneer settler.",626540,6700,10152,No Known Copyright Restrictions,,,
1906457,RB001336/002a,"Captain James Duff Hewett, of Toi Farm, Wanganui, New Zealand. Plate 2. From the Book Looking back, or, Personal reminiscences / by the widow of a New Zealand pioneer settler.",626539,6683,10133,No Known Copyright Restrictions,,,
